time,customer_no,location
09:37:00,155,dairy
09:37:00,156,dairy
09:37:00,157,fruit
09:37:00,158,fruit
09:38:00,154,dairy
09:38:00,155,dairy
09:38:00,156,dairy
09:38:00,157,checkout
09:38:00,158,checkout
09:38:00,159,spices
09:39:00,154,dairy
09:39:00,155,spices
09:39:00,156,dairy
09:39:00,158,checkout
09:39:00,159,spices
09:39:00,160,spices
09:40:00,154,fruit
09:40:00,155,checkout
09:40:00,156,dairy
09:40:00,159,fruit
09:40:00,160,checkout
09:40:00,161,fruit
09:41:00,154,spices
09:41:00,156,dairy
09:41:00,159,fruit
09:41:00,161,checkout
09:41:00,162,dairy
09:42:00,154,checkout
09:42:00,156,spices
09:42:00,159,dairy
09:42:00,162,dairy
09:42:00,163,drinks
09:43:00,156,spices
09:43:00,159,spices
09:43:00,162,checkout
09:43:00,163,drinks
09:43:00,164,dairy
09:44:00,156,fruit
09:44:00,159,checkout
09:44:00,163,fruit
09:44:00,164,dairy
09:44:00,165,drinks
09:45:00,156,fruit
09:45:00,163,fruit
09:45:00,164,dairy
09:45:00,165,drinks
09:45:00,166,drinks
09:46:00,156,spices
09:46:00,163,fruit
09:46:00,164,dairy
09:46:00,165,drinks
09:46:00,166,drinks
09:46:00,167,spices
09:47:00,156,dairy
09:47:00,163,fruit
09:47:00,164,dairy
09:47:00,165,checkout
09:47:00,166,checkout
09:47:00,167,checkout
09:47:00,168,dairy
09:48:00,156,spices
09:48:00,163,dairy
09:48:00,164,dairy
09:48:00,166,checkout
09:48:00,168,dairy
09:48:00,169,drinks
09:49:00,156,dairy
09:49:00,163,dairy
09:49:00,164,checkout
09:49:00,168,dairy
09:49:00,169,drinks
09:49:00,170,spices
09:50:00,156,fruit
09:50:00,163,dairy
09:50:00,168,dairy
09:50:00,169,fruit
09:50:00,170,dairy
09:50:00,171,dairy
09:51:00,156,fruit
09:51:00,163,dairy
09:51:00,168,dairy
09:51:00,169,drinks
09:51:00,170,dairy
09:51:00,171,dairy
09:51:00,172,drinks
09:52:00,156,fruit
09:52:00,163,checkout
09:52:00,168,dairy
09:52:00,169,drinks
09:52:00,170,dairy
09:52:00,171,dairy
09:52:00,172,fruit
09:52:00,173,dairy
09:53:00,156,checkout
09:53:00,168,dairy
09:53:00,169,drinks
09:53:00,170,dairy
09:53:00,171,drinks
09:53:00,172,fruit
09:53:00,173,dairy
09:53:00,174,dairy
09:54:00,168,dairy
09:54:00,169,drinks
09:54:00,170,dairy
09:54:00,171,fruit
09:54:00,172,checkout
09:54:00,173,dairy
09:54:00,174,dairy
09:54:00,175,dairy
09:55:00,168,drinks
09:55:00,169,checkout
09:55:00,170,dairy
09:55:00,171,spices
09:55:00,173,dairy
09:55:00,174,dairy
09:55:00,175,dairy
09:55:00,176,fruit
09:56:00,168,checkout
09:56:00,170,dairy
09:56:00,171,checkout
09:56:00,173,drinks
09:56:00,174,checkout
09:56:00,175,checkout
09:56:00,176,fruit
09:56:00,177,drinks
09:57:00,170,dairy
09:57:00,173,checkout
09:57:00,175,checkout
09:57:00,176,checkout
09:57:00,177,fruit
09:57:00,178,spices
09:58:00,170,dairy
09:58:00,175,checkout
09:58:00,177,fruit
09:58:00,178,dairy
09:58:00,179,drinks
09:59:00,170,dairy
09:59:00,177,checkout
09:59:00,178,dairy
09:59:00,179,drinks
09:59:00,180,fruit
10:00:00,170,dairy
10:00:00,178,dairy
10:00:00,179,checkout
10:00:00,180,checkout
10:00:00,181,drinks
10:01:00,170,dairy
10:01:00,178,dairy
10:01:00,180,checkout
10:01:00,181,drinks
10:01:00,182,drinks
10:02:00,170,drinks
10:02:00,178,checkout
10:02:00,181,drinks
10:02:00,182,drinks
10:02:00,183,dairy
10:03:00,170,fruit
10:03:00,181,fruit
10:03:00,182,spices
10:03:00,183,checkout
10:03:00,184,dairy
10:04:00,170,checkout
10:04:00,181,checkout
10:04:00,182,spices
10:04:00,184,dairy
10:04:00,185,spices
10:05:00,181,checkout
10:05:00,182,dairy
10:05:00,184,dairy
10:05:00,185,spices
10:05:00,186,dairy
10:06:00,182,dairy
10:06:00,184,dairy
10:06:00,185,drinks
10:06:00,186,dairy
10:06:00,187,dairy
10:07:00,182,dairy
10:07:00,184,dairy
10:07:00,185,checkout
10:07:00,186,dairy
10:07:00,187,dairy
10:07:00,188,dairy
10:08:00,182,dairy
10:08:00,184,drinks
10:08:00,186,dairy
10:08:00,187,dairy
10:08:00,188,spices
10:08:00,189,drinks
10:09:00,182,dairy
10:09:00,184,drinks
10:09:00,186,dairy
10:09:00,187,dairy
10:09:00,188,spices
10:09:00,189,drinks
10:09:00,190,drinks
10:10:00,182,dairy
10:10:00,184,dairy
10:10:00,186,dairy
10:10:00,187,checkout
10:10:00,188,spices
10:10:00,189,drinks
10:10:00,190,checkout
10:10:00,191,dairy
10:11:00,182,fruit
10:11:00,184,dairy
10:11:00,186,dairy
10:11:00,188,spices
10:11:00,189,checkout
10:11:00,191,dairy
10:11:00,192,drinks
10:12:00,182,fruit
10:12:00,184,dairy
10:12:00,186,dairy
10:12:00,188,drinks
10:12:00,191,dairy
10:12:00,192,drinks
10:12:00,193,spices
10:13:00,182,checkout
10:13:00,184,checkout
10:13:00,186,drinks
10:13:00,188,drinks
10:13:00,191,drinks
10:13:00,192,checkout
10:13:00,193,fruit
10:13:00,194,fruit
10:14:00,184,checkout
10:14:00,186,fruit
10:14:00,188,drinks
10:14:00,191,checkout
10:14:00,193,fruit
10:14:00,194,checkout
10:14:00,195,spices
10:15:00,186,fruit
10:15:00,188,checkout
10:15:00,193,fruit
10:15:00,195,spices
10:15:00,196,fruit
10:16:00,186,fruit
10:16:00,193,fruit
10:16:00,195,spices
10:16:00,196,fruit
10:16:00,197,spices
10:17:00,186,checkout
10:17:00,193,fruit
10:17:00,195,drinks
10:17:00,196,fruit
10:17:00,197,dairy
10:17:00,198,drinks
10:18:00,193,fruit
10:18:00,195,drinks
10:18:00,196,checkout
10:18:00,197,dairy
10:18:00,198,checkout
10:18:00,199,spices
10:19:00,193,fruit
10:19:00,195,drinks
10:19:00,197,checkout
10:19:00,199,drinks
10:19:00,200,fruit
10:20:00,193,fruit
10:20:00,195,drinks
10:20:00,199,drinks
10:20:00,200,checkout
10:20:00,201,drinks
10:21:00,193,checkout
10:21:00,195,drinks
10:21:00,199,drinks
10:21:00,201,checkout
10:21:00,202,dairy
10:22:00,195,drinks
10:22:00,199,drinks
10:22:00,202,dairy
10:22:00,203,spices
10:23:00,195,drinks
10:23:00,199,drinks
10:23:00,202,dairy
10:23:00,203,dairy
10:23:00,204,drinks
10:24:00,195,drinks
10:24:00,199,drinks
10:24:00,202,fruit
10:24:00,203,dairy
10:24:00,204,drinks
10:24:00,205,fruit
10:25:00,195,drinks
10:25:00,199,drinks
10:25:00,202,dairy
10:25:00,203,dairy
10:25:00,204,drinks
10:25:00,205,spices
10:25:00,206,fruit
10:26:00,195,drinks
10:26:00,199,fruit
10:26:00,202,dairy
10:26:00,203,dairy
10:26:00,204,drinks
10:26:00,205,drinks
10:26:00,206,fruit
10:26:00,207,drinks
10:27:00,195,spices
10:27:00,199,checkout
10:27:00,202,checkout
10:27:00,203,drinks
10:27:00,204,drinks
10:27:00,205,drinks
10:27:00,206,dairy
10:27:00,207,drinks
10:27:00,208,drinks
10:28:00,195,spices
10:28:00,202,checkout
10:28:00,203,drinks
10:28:00,204,dairy
10:28:00,205,drinks
10:28:00,206,dairy
10:28:00,207,drinks
10:28:00,208,drinks
10:28:00,209,dairy
10:29:00,195,drinks
10:29:00,203,spices
10:29:00,204,dairy
10:29:00,205,drinks
10:29:00,206,dairy
10:29:00,207,drinks
10:29:00,208,drinks
10:29:00,209,drinks
10:29:00,210,dairy
10:30:00,195,checkout
10:30:00,203,spices
10:30:00,204,checkout
10:30:00,205,drinks
10:30:00,206,spices
10:30:00,207,drinks
10:30:00,208,spices
10:30:00,209,drinks
10:30:00,210,dairy
10:30:00,211,fruit
10:31:00,203,drinks
10:31:00,205,checkout
10:31:00,206,spices
10:31:00,207,fruit
10:31:00,208,spices
10:31:00,209,drinks
10:31:00,210,dairy
10:31:00,211,fruit
10:31:00,212,drinks
10:32:00,203,drinks
10:32:00,206,fruit
10:32:00,207,fruit
10:32:00,208,dairy
10:32:00,209,drinks
10:32:00,210,dairy
10:32:00,211,fruit
10:32:00,212,fruit
10:32:00,213,drinks
10:33:00,203,checkout
10:33:00,206,fruit
10:33:00,207,fruit
10:33:00,208,dairy
10:33:00,209,fruit
10:33:00,210,spices
10:33:00,211,fruit
10:33:00,212,fruit
10:33:00,213,fruit
10:33:00,214,dairy
10:34:00,206,fruit
10:34:00,207,fruit
10:34:00,208,dairy
10:34:00,209,fruit
10:34:00,210,drinks
10:34:00,211,drinks
10:34:00,212,fruit
10:34:00,213,fruit
10:34:00,214,dairy
10:34:00,215,dairy
10:35:00,206,fruit
10:35:00,207,drinks
10:35:00,208,dairy
10:35:00,209,fruit
10:35:00,210,checkout
10:35:00,211,drinks
10:35:00,212,fruit
10:35:00,213,fruit
10:35:00,214,dairy
10:35:00,215,dairy
10:35:00,216,spices
10:36:00,206,fruit
10:36:00,207,checkout
10:36:00,208,drinks
10:36:00,209,spices
10:36:00,211,drinks
10:36:00,212,dairy
10:36:00,213,fruit
10:36:00,214,dairy
10:36:00,215,dairy
10:36:00,216,checkout
10:36:00,217,drinks
10:37:00,206,fruit
10:37:00,208,spices
10:37:00,209,spices
10:37:00,211,drinks
10:37:00,212,dairy
10:37:00,213,checkout
10:37:00,214,dairy
10:37:00,215,dairy
10:37:00,217,checkout
10:37:00,218,spices
10:38:00,206,fruit
10:38:00,208,drinks
10:38:00,209,spices
10:38:00,211,drinks
10:38:00,212,dairy
10:38:00,214,dairy
10:38:00,215,dairy
10:38:00,218,dairy
10:38:00,219,spices
10:39:00,206,fruit
10:39:00,208,drinks
10:39:00,209,dairy
10:39:00,211,checkout
10:39:00,212,dairy
10:39:00,214,drinks
10:39:00,215,spices
10:39:00,218,dairy
10:39:00,219,spices
10:39:00,220,dairy
10:40:00,206,fruit
10:40:00,208,drinks
10:40:00,209,checkout
10:40:00,212,dairy
10:40:00,214,checkout
10:40:00,215,checkout
10:40:00,218,fruit
10:40:00,219,spices
10:40:00,220,dairy
10:40:00,221,fruit
10:41:00,206,spices
10:41:00,208,spices
10:41:00,212,fruit
10:41:00,215,checkout
10:41:00,218,fruit
10:41:00,219,checkout
10:41:00,220,checkout
10:41:00,221,dairy
10:41:00,222,dairy
10:42:00,206,spices
10:42:00,208,spices
10:42:00,212,fruit
10:42:00,218,fruit
10:42:00,220,checkout
10:42:00,221,dairy
10:42:00,222,fruit
10:42:00,223,dairy
10:43:00,206,spices
10:43:00,208,drinks
10:43:00,212,fruit
10:43:00,218,fruit
10:43:00,221,dairy
10:43:00,222,spices
10:43:00,223,dairy
10:43:00,224,dairy
10:44:00,206,checkout
10:44:00,208,spices
10:44:00,212,checkout
10:44:00,218,dairy
10:44:00,221,dairy
10:44:00,222,drinks
10:44:00,223,dairy
10:44:00,224,dairy
10:44:00,225,fruit
10:45:00,208,spices
10:45:00,218,dairy
10:45:00,221,spices
10:45:00,222,checkout
10:45:00,223,dairy
10:45:00,224,dairy
10:45:00,225,fruit
10:45:00,226,drinks
10:46:00,208,checkout
10:46:00,218,dairy
10:46:00,221,drinks
10:46:00,223,dairy
10:46:00,224,dairy
10:46:00,225,fruit
10:46:00,226,drinks
10:46:00,227,dairy
10:47:00,218,dairy
10:47:00,221,fruit
10:47:00,223,dairy
10:47:00,224,dairy
10:47:00,225,checkout
10:47:00,226,drinks
10:47:00,227,dairy
10:47:00,228,fruit
10:48:00,218,dairy
10:48:00,221,fruit
10:48:00,223,fruit
10:48:00,224,dairy
10:48:00,226,drinks
10:48:00,227,dairy
10:48:00,228,checkout
10:48:00,229,drinks
10:49:00,218,dairy
10:49:00,221,fruit
10:49:00,223,fruit
10:49:00,224,dairy
10:49:00,226,drinks
10:49:00,227,drinks
10:49:00,229,drinks
10:49:00,230,fruit
10:50:00,218,dairy
10:50:00,221,checkout
10:50:00,223,fruit
10:50:00,224,checkout
10:50:00,226,spices
10:50:00,227,drinks
10:50:00,229,drinks
10:50:00,230,drinks
10:50:00,231,dairy
10:51:00,218,dairy
10:51:00,223,fruit
10:51:00,226,spices
10:51:00,227,drinks
10:51:00,229,drinks
10:51:00,230,drinks
10:51:00,231,dairy
10:51:00,232,spices
10:52:00,218,dairy
10:52:00,223,fruit
10:52:00,226,spices
10:52:00,227,checkout
10:52:00,229,drinks
10:52:00,230,drinks
10:52:00,231,dairy
10:52:00,232,spices
10:52:00,233,fruit
10:53:00,218,dairy
10:53:00,223,checkout
10:53:00,226,drinks
10:53:00,229,drinks
10:53:00,230,drinks
10:53:00,231,dairy
10:53:00,232,fruit
10:53:00,233,fruit
10:53:00,234,fruit
10:54:00,218,spices
10:54:00,226,drinks
10:54:00,229,drinks
10:54:00,230,drinks
10:54:00,231,dairy
10:54:00,232,spices
10:54:00,233,fruit
10:54:00,234,fruit
10:54:00,235,spices
10:55:00,218,dairy
10:55:00,226,checkout
10:55:00,229,fruit
10:55:00,230,drinks
10:55:00,231,dairy
10:55:00,232,fruit
10:55:00,233,checkout
10:55:00,234,checkout
10:55:00,235,checkout
10:55:00,236,fruit
10:56:00,218,spices
10:56:00,229,fruit
10:56:00,230,spices
10:56:00,231,dairy
10:56:00,232,checkout
10:56:00,234,checkout
10:56:00,236,fruit
10:56:00,237,spices
10:57:00,218,fruit
10:57:00,229,fruit
10:57:00,230,spices
10:57:00,231,dairy
10:57:00,234,checkout
10:57:00,236,fruit
10:57:00,237,spices
10:57:00,238,drinks
10:58:00,218,checkout
10:58:00,229,fruit
10:58:00,230,drinks
10:58:00,231,dairy
10:58:00,236,fruit
10:58:00,237,dairy
10:58:00,238,drinks
10:58:00,239,drinks
10:59:00,229,drinks
10:59:00,230,drinks
10:59:00,231,dairy
10:59:00,236,fruit
10:59:00,237,fruit
10:59:00,238,drinks
10:59:00,239,drinks
10:59:00,240,dairy
11:00:00,229,drinks
11:00:00,230,drinks
11:00:00,231,dairy
11:00:00,236,fruit
11:00:00,237,fruit
11:00:00,238,spices
11:00:00,239,dairy
11:00:00,240,dairy
11:00:00,241,dairy
11:01:00,229,drinks
11:01:00,230,drinks
11:01:00,231,dairy
11:01:00,236,spices
11:01:00,237,fruit
11:01:00,238,spices
11:01:00,239,dairy
11:01:00,240,spices
11:01:00,241,checkout
11:01:00,242,fruit
11:02:00,229,drinks
11:02:00,230,checkout
11:02:00,231,dairy
11:02:00,236,dairy
11:02:00,237,fruit
11:02:00,238,spices
11:02:00,239,dairy
11:02:00,240,dairy
11:02:00,242,spices
11:02:00,243,fruit
11:03:00,229,checkout
11:03:00,231,dairy
11:03:00,236,dairy
11:03:00,237,fruit
11:03:00,238,dairy
11:03:00,239,dairy
11:03:00,240,drinks
11:03:00,242,spices
11:03:00,243,dairy
11:03:00,244,dairy
11:04:00,231,dairy
11:04:00,236,dairy
11:04:00,237,checkout
11:04:00,238,dairy
11:04:00,239,dairy
11:04:00,240,checkout
11:04:00,242,dairy
11:04:00,243,dairy
11:04:00,244,dairy
11:04:00,245,drinks
11:05:00,231,dairy
11:05:00,236,dairy
11:05:00,238,dairy
11:05:00,239,dairy
11:05:00,242,checkout
11:05:00,243,dairy
11:05:00,244,dairy
11:05:00,245,drinks
11:05:00,246,fruit
11:06:00,231,dairy
11:06:00,236,checkout
11:06:00,238,dairy
11:06:00,239,dairy
11:06:00,243,spices
11:06:00,244,dairy
11:06:00,245,spices
11:06:00,246,fruit
11:06:00,247,spices
11:07:00,231,dairy
11:07:00,238,dairy
11:07:00,239,dairy
11:07:00,243,checkout
11:07:00,244,drinks
11:07:00,245,dairy
11:07:00,246,fruit
11:07:00,247,spices
11:07:00,248,fruit
11:08:00,231,dairy
11:08:00,238,dairy
11:08:00,239,dairy
11:08:00,244,drinks
11:08:00,245,dairy
11:08:00,246,fruit
11:08:00,247,spices
11:08:00,248,fruit
11:08:00,249,dairy
11:09:00,231,dairy
11:09:00,238,dairy
11:09:00,239,spices
11:09:00,244,drinks
11:09:00,245,checkout
11:09:00,246,checkout
11:09:00,247,spices
11:09:00,248,checkout
11:09:00,249,spices
11:09:00,250,fruit
11:10:00,231,dairy
11:10:00,238,dairy
11:10:00,239,drinks
11:10:00,244,checkout
11:10:00,246,checkout
11:10:00,247,drinks
11:10:00,249,spices
11:10:00,250,checkout
11:10:00,251,drinks
11:11:00,231,dairy
11:11:00,238,dairy
11:11:00,239,checkout
11:11:00,246,checkout
11:11:00,247,drinks
11:11:00,249,spices
11:11:00,251,checkout
11:11:00,252,spices
11:12:00,231,checkout
11:12:00,238,dairy
11:12:00,246,checkout
11:12:00,247,checkout
11:12:00,249,spices
11:12:00,252,dairy
11:12:00,253,fruit
11:13:00,238,dairy
11:13:00,247,checkout
11:13:00,249,fruit
11:13:00,252,dairy
11:13:00,253,fruit
11:13:00,254,fruit
11:14:00,238,dairy
11:14:00,249,fruit
11:14:00,252,dairy
11:14:00,253,fruit
11:14:00,254,checkout
11:14:00,255,dairy
11:15:00,238,dairy
11:15:00,249,fruit
11:15:00,252,dairy
11:15:00,253,checkout
11:15:00,255,checkout
11:15:00,256,fruit
11:16:00,238,dairy
11:16:00,249,drinks
11:16:00,252,dairy
11:16:00,255,checkout
11:16:00,256,fruit
11:16:00,257,drinks
11:17:00,238,dairy
11:17:00,249,drinks
11:17:00,252,dairy
11:17:00,256,drinks
11:17:00,257,checkout
11:17:00,258,dairy
11:18:00,238,checkout
11:18:00,249,drinks
11:18:00,252,fruit
11:18:00,256,drinks
11:18:00,258,dairy
11:18:00,259,dairy
11:19:00,249,drinks
11:19:00,252,fruit
11:19:00,256,checkout
11:19:00,258,dairy
11:19:00,259,checkout
11:19:00,260,drinks
11:20:00,249,drinks
11:20:00,252,fruit
11:20:00,258,fruit
11:20:00,260,checkout
11:20:00,261,spices
11:21:00,249,drinks
11:21:00,252,fruit
11:21:00,258,fruit
11:21:00,261,dairy
11:21:00,262,spices
11:22:00,249,drinks
11:22:00,252,fruit
11:22:00,258,fruit
11:22:00,261,dairy
11:22:00,262,drinks
11:22:00,263,dairy
11:23:00,249,drinks
11:23:00,252,drinks
11:23:00,258,checkout
11:23:00,261,drinks
11:23:00,262,drinks
11:23:00,263,dairy
11:23:00,264,dairy
11:24:00,249,checkout
11:24:00,252,fruit
11:24:00,261,drinks
11:24:00,262,checkout
11:24:00,263,fruit
11:24:00,264,dairy
11:24:00,265,fruit
11:25:00,252,fruit
11:25:00,261,fruit
11:25:00,263,checkout
11:25:00,264,dairy
11:25:00,265,fruit
11:25:00,266,spices
11:26:00,252,fruit
11:26:00,261,fruit
11:26:00,264,dairy
11:26:00,265,fruit
11:26:00,266,checkout
11:26:00,267,spices
11:27:00,252,checkout
11:27:00,261,fruit
11:27:00,264,dairy
11:27:00,265,fruit
11:27:00,267,spices
11:27:00,268,dairy
11:28:00,261,fruit
11:28:00,264,drinks
11:28:00,265,fruit
11:28:00,267,drinks
11:28:00,268,dairy
11:28:00,269,fruit
11:29:00,261,fruit
11:29:00,264,drinks
11:29:00,265,dairy
11:29:00,267,checkout
11:29:00,268,dairy
11:29:00,269,checkout
11:29:00,270,drinks
11:30:00,261,fruit
11:30:00,264,spices
11:30:00,265,drinks
11:30:00,268,dairy
11:30:00,270,drinks
11:30:00,271,drinks
11:31:00,261,fruit
11:31:00,264,drinks
11:31:00,265,drinks
11:31:00,268,spices
11:31:00,270,drinks
11:31:00,271,drinks
11:31:00,272,fruit
11:32:00,261,checkout
11:32:00,264,spices
11:32:00,265,fruit
11:32:00,268,spices
11:32:00,270,drinks
11:32:00,271,checkout
11:32:00,272,fruit
11:32:00,273,dairy
11:33:00,264,fruit
11:33:00,265,fruit
11:33:00,268,drinks
11:33:00,270,drinks
11:33:00,272,drinks
11:33:00,273,dairy
11:33:00,274,dairy
11:34:00,264,drinks
11:34:00,265,fruit
11:34:00,268,checkout
11:34:00,270,drinks
11:34:00,272,drinks
11:34:00,273,spices
11:34:00,274,dairy
11:34:00,275,fruit
11:35:00,264,drinks
11:35:00,265,fruit
11:35:00,270,drinks
11:35:00,272,drinks
11:35:00,273,spices
11:35:00,274,drinks
11:35:00,275,drinks
11:35:00,276,dairy
11:36:00,264,checkout
11:36:00,265,fruit
11:36:00,270,drinks
11:36:00,272,checkout
11:36:00,273,spices
11:36:00,274,spices
11:36:00,275,fruit
11:36:00,276,dairy
11:36:00,277,drinks
11:37:00,265,fruit
11:37:00,270,spices
11:37:00,273,spices
11:37:00,274,dairy
11:37:00,275,checkout
11:37:00,276,dairy
11:37:00,277,checkout
11:37:00,278,fruit
11:38:00,265,dairy
11:38:00,270,drinks
11:38:00,273,spices
11:38:00,274,dairy
11:38:00,276,dairy
11:38:00,278,dairy
11:38:00,279,drinks
11:39:00,265,spices
11:39:00,270,drinks
11:39:00,273,dairy
11:39:00,274,dairy
11:39:00,276,fruit
11:39:00,278,dairy
11:39:00,279,drinks
11:39:00,280,fruit
11:40:00,265,dairy
11:40:00,270,spices
11:40:00,273,dairy
11:40:00,274,checkout
11:40:00,276,fruit
11:40:00,278,dairy
11:40:00,279,checkout
11:40:00,280,checkout
11:40:00,281,fruit
11:41:00,265,dairy
11:41:00,270,spices
11:41:00,273,dairy
11:41:00,276,checkout
11:41:00,278,dairy
11:41:00,280,checkout
11:41:00,281,spices
11:41:00,282,spices
11:42:00,265,dairy
11:42:00,270,spices
11:42:00,273,drinks
11:42:00,278,dairy
11:42:00,281,spices
11:42:00,282,checkout
11:42:00,283,fruit
11:43:00,265,dairy
11:43:00,270,fruit
11:43:00,273,drinks
11:43:00,278,dairy
11:43:00,281,spices
11:43:00,283,checkout
11:43:00,284,dairy
11:44:00,265,fruit
11:44:00,270,fruit
11:44:00,273,drinks
11:44:00,278,dairy
11:44:00,281,dairy
11:44:00,284,dairy
11:44:00,285,drinks
11:45:00,265,fruit
11:45:00,270,drinks
11:45:00,273,drinks
11:45:00,278,dairy
11:45:00,281,drinks
11:45:00,284,dairy
11:45:00,285,drinks
11:45:00,286,drinks
11:46:00,265,fruit
11:46:00,270,fruit
11:46:00,273,drinks
11:46:00,278,fruit
11:46:00,281,drinks
11:46:00,284,dairy
11:46:00,285,drinks
11:46:00,286,drinks
11:46:00,287,dairy
11:47:00,265,spices
11:47:00,270,dairy
11:47:00,273,checkout
11:47:00,278,fruit
11:47:00,281,drinks
11:47:00,284,dairy
11:47:00,285,checkout
11:47:00,286,checkout
11:47:00,287,dairy
11:47:00,288,drinks
11:48:00,265,spices
11:48:00,270,dairy
11:48:00,278,dairy
11:48:00,281,drinks
11:48:00,284,dairy
11:48:00,286,checkout
11:48:00,287,dairy
11:48:00,288,checkout
11:48:00,289,drinks
11:49:00,265,fruit
11:49:00,270,dairy
11:49:00,278,dairy
11:49:00,281,fruit
11:49:00,284,dairy
11:49:00,287,dairy
11:49:00,289,drinks
11:49:00,290,dairy
11:50:00,265,fruit
11:50:00,270,checkout
11:50:00,278,dairy
11:50:00,281,fruit
11:50:00,284,dairy
11:50:00,287,dairy
11:50:00,289,drinks
11:50:00,290,checkout
11:50:00,291,fruit
11:51:00,265,fruit
11:51:00,278,dairy
11:51:00,281,fruit
11:51:00,284,dairy
11:51:00,287,dairy
11:51:00,289,checkout
11:51:00,291,fruit
11:51:00,292,drinks
11:52:00,265,fruit
11:52:00,278,dairy
11:52:00,281,fruit
11:52:00,284,dairy
11:52:00,287,dairy
11:52:00,291,fruit
11:52:00,292,drinks
11:52:00,293,drinks
11:53:00,265,checkout
11:53:00,278,dairy
11:53:00,281,fruit
11:53:00,284,dairy
11:53:00,287,dairy
11:53:00,291,fruit
11:53:00,292,drinks
11:53:00,293,drinks
11:53:00,294,dairy
11:54:00,278,dairy
11:54:00,281,fruit
11:54:00,284,drinks
11:54:00,287,drinks
11:54:00,291,checkout
11:54:00,292,drinks
11:54:00,293,checkout
11:54:00,294,spices
11:54:00,295,spices
11:55:00,278,dairy
11:55:00,281,checkout
11:55:00,284,drinks
11:55:00,287,drinks
11:55:00,292,fruit
11:55:00,294,dairy
11:55:00,295,spices
11:55:00,296,drinks
11:56:00,278,dairy
11:56:00,284,drinks
11:56:00,287,drinks
11:56:00,292,checkout
11:56:00,294,dairy
11:56:00,295,dairy
11:56:00,296,drinks
11:56:00,297,dairy
11:57:00,278,spices
11:57:00,284,spices
11:57:00,287,drinks
11:57:00,294,dairy
11:57:00,295,dairy
11:57:00,296,drinks
11:57:00,297,dairy
11:57:00,298,fruit
11:58:00,278,dairy
11:58:00,284,fruit
11:58:00,287,drinks
11:58:00,294,dairy
11:58:00,295,dairy
11:58:00,296,drinks
11:58:00,297,spices
11:58:00,298,drinks
11:58:00,299,dairy
11:59:00,278,dairy
11:59:00,284,checkout
11:59:00,287,checkout
11:59:00,294,dairy
11:59:00,295,dairy
11:59:00,296,checkout
11:59:00,297,drinks
11:59:00,298,drinks
11:59:00,299,dairy
11:59:00,300,fruit
12:00:00,278,dairy
12:00:00,287,checkout
12:00:00,294,dairy
12:00:00,295,dairy
12:00:00,297,drinks
12:00:00,298,checkout
12:00:00,299,dairy
12:00:00,300,checkout
12:00:00,301,drinks
12:01:00,278,drinks
12:01:00,294,dairy
12:01:00,295,dairy
12:01:00,297,drinks
12:01:00,299,checkout
12:01:00,301,drinks
12:01:00,302,fruit
12:02:00,278,drinks
12:02:00,294,dairy
12:02:00,295,checkout
12:02:00,297,fruit
12:02:00,301,drinks
12:02:00,302,checkout
12:02:00,303,spices
12:03:00,278,drinks
12:03:00,294,drinks
12:03:00,297,fruit
12:03:00,301,checkout
12:03:00,303,spices
12:03:00,304,fruit
12:04:00,278,checkout
12:04:00,294,drinks
12:04:00,297,dairy
12:04:00,303,checkout
12:04:00,304,fruit
12:04:00,305,spices
12:05:00,294,drinks
12:05:00,297,spices
12:05:00,304,spices
12:05:00,305,spices
12:05:00,306,spices
12:06:00,294,checkout
12:06:00,297,checkout
12:06:00,304,spices
12:06:00,305,fruit
12:06:00,306,spices
12:06:00,307,dairy
12:07:00,297,checkout
12:07:00,304,fruit
12:07:00,305,spices
12:07:00,306,dairy
12:07:00,307,dairy
12:07:00,308,fruit
12:08:00,304,checkout
12:08:00,305,checkout
12:08:00,306,dairy
12:08:00,307,dairy
12:08:00,308,fruit
12:08:00,309,fruit
12:09:00,305,checkout
12:09:00,306,dairy
12:09:00,307,dairy
12:09:00,308,dairy
12:09:00,309,fruit
12:09:00,310,drinks
12:10:00,306,dairy
12:10:00,307,dairy
12:10:00,308,dairy
12:10:00,309,checkout
12:10:00,310,drinks
12:10:00,311,fruit
12:11:00,306,dairy
12:11:00,307,dairy
12:11:00,308,dairy
12:11:00,310,drinks
12:11:00,311,checkout
12:11:00,312,drinks
12:12:00,306,spices
12:12:00,307,dairy
12:12:00,308,dairy
12:12:00,310,drinks
12:12:00,312,spices
12:12:00,313,spices
12:13:00,306,drinks
12:13:00,307,dairy
12:13:00,308,dairy
12:13:00,310,spices
12:13:00,312,spices
12:13:00,313,spices
12:13:00,314,dairy
12:14:00,306,fruit
12:14:00,307,dairy
12:14:00,308,dairy
12:14:00,310,drinks
12:14:00,312,spices
12:14:00,313,spices
12:14:00,314,dairy
12:14:00,315,fruit
12:15:00,306,fruit
12:15:00,307,dairy
12:15:00,308,dairy
12:15:00,310,drinks
12:15:00,312,spices
12:15:00,313,drinks
12:15:00,314,checkout
12:15:00,315,fruit
12:15:00,316,spices
12:16:00,306,fruit
12:16:00,307,dairy
12:16:00,308,dairy
12:16:00,310,drinks
12:16:00,312,checkout
12:16:00,313,drinks
12:16:00,315,spices
12:16:00,316,fruit
12:16:00,317,fruit
12:17:00,306,spices
